Time,Open,High,Low,Close,Volume
28.08.2006 22:00:00.000,1.28080,1.28570,1.27545,1.28540,1216317.00
04.09.2006 22:00:00.000,1.28535,1.28750,1.26510,1.26670,4505528.00
11.09.2006 22:00:00.000,1.26690,1.27530,1.26270,1.26370,3877418.00
18.09.2006 22:00:00.000,1.26370,1.28300,1.26355,1.27850,4202082.00
25.09.2006 22:00:00.000,1.27900,1.28200,1.26390,1.26825,3792330.00
02.10.2006 22:00:00.000,1.26825,1.27650,1.25720,1.25950,3320371.00
09.10.2006 22:00:00.000,1.25950,1.26140,1.24830,1.24990,3327988.00
16.10.2006 22:00:00.000,1.24990,1.26420,1.24860,1.26160,3553140.00
23.10.2006 22:00:00.000,1.26190,1.27530,1.25220,1.27280,3579946.00
30.10.2006 22:00:00.000,1.27290,1.27980,1.26770,1.27170,3665423.00
06.11.2006 22:00:00.000,1.27165,1.28995,1.26900,1.28470,4414836.00
13.11.2006 22:00:00.000,1.28460,1.28790,1.27580,1.28200,4728064.00
20.11.2006 22:00:00.000,1.28200,1.31740,1.27980,1.31555,5417479.00
27.11.2006 22:00:00.000,1.31560,1.33670,1.30860,1.33550,7004186.00
04.12.2006 22:00:00.000,1.33540,1.33640,1.31640,1.31850,6298828.00
11.12.2006 22:00:00.000,1.31850,1.32920,1.30600,1.30810,5546290.00
18.12.2006 22:00:00.000,1.30820,1.32450,1.30520,1.31360,4772333.00
25.12.2006 22:00:00.000,1.31330,1.32060,1.30870,1.31920,1224783.00
01.01.2007 22:00:00.000,1.31930,1.32965,1.29805,1.30050,3134953.00
08.01.2007 22:00:00.000,1.30070,1.30530,1.28630,1.29260,5599172.00
15.01.2007 22:00:00.000,1.29260,1.30020,1.28965,1.29600,5349907.00
22.01.2007 22:00:00.000,1.29600,1.30440,1.28780,1.29190,6641437.00
29.01.2007 22:00:00.000,1.29230,1.30650,1.28950,1.29600,5712613.00
05.02.2007 22:00:00.000,1.29600,1.30460,1.29100,1.30180,5586577.00
12.02.2007 22:00:00.000,1.30140,1.31730,1.29400,1.31470,5745870.00
19.02.2007 22:00:00.000,1.31475,1.31895,1.30800,1.31815,5649058.00
26.02.2007 22:00:00.000,1.31820,1.32590,1.31425,1.31825,7772543.00
05.03.2007 22:00:00.000,1.31825,1.31940,1.30725,1.31250,8749366.00
12.03.2007 22:00:00.000,1.31250,1.33390,1.31040,1.33170,8586101.00
19.03.2007 22:00:00.000,1.33170,1.34110,1.32570,1.32730,7865322.00
26.03.2007 22:00:00.000,1.32730,1.34000,1.32540,1.33540,8378194.00
02.04.2007 22:00:00.000,1.33540,1.34410,1.33150,1.33680,5959126.00
09.04.2007 22:00:00.000,1.33680,1.35770,1.33400,1.35680,3854026.00
16.04.2007 22:00:00.000,1.35685,1.36370,1.35190,1.35990,5072517.00
