DATE	TIME	VOLUME	OPEN	CLOSE	LOW	HIGH
09/15/2003	00:00:01	1	10712.8	10712.8	10712.8	10712.8
09/16/2003	00:00:01	21	10712.8	10887	10712.8	10887
09/17/2003	00:00:01	24	10887	11047	10887	11063.2
09/19/2003	00:00:01	3	11047	10938.4	10938.4	11047
09/22/2003	00:00:01	13	10938.4	10475.1	10475.1	10938.4
09/23/2003	00:00:01	3	10475.1	10475.1	10475.1	10475.1
09/24/2003	00:00:01	9	10475.1	10502.2	10431.3	10526.8
09/25/2003	00:00:01	8	10502.2	10310	10254.4	10502.2
09/26/2003	00:00:01	6	10310	10318.4	10217.2	10318.4
09/29/2003	00:00:01	6	10318.4	10229.5	10161.3	10318.4
09/30/2003	00:00:01	7	10229.5	10219	10219	11132.87
10/01/2003	00:00:01	6	10219	10361.2	10219	10361.2
10/02/2003	00:00:01	7	10361.2	10571.8	10361.2	10571.8
10/03/2003	00:00:01	9	10571.8	10700	10571.8	10719.1
10/06/2003	00:00:01	5	10700	10740.1	10700	10813.5
10/07/2003	00:00:01	4	10740.1	10820.3	10698.1	10820.3
10/10/2003	00:00:01	4	10820.3	10786	10786	10820.3
10/13/2003	00:00:01	14	10786	10786	10786	10786
10/14/2003	00:00:01	10	10786	10966.4	10786	10991.9
10/15/2003	00:00:01	8	10966.4	10899.9	10878.1	10997.6
10/16/2003	00:00:01	25	10899.9	11025.1	10899.9	11025.1
10/17/2003	00:00:01	14	11025.1	11037.8	11024.8	11057.2
10/20/2003	00:00:01	11	11037.8	11161.7	10988.4	11161.7
10/21/2003	00:00:01	5	11161.7	11031.5	11031.5	11161.7
10/22/2003	00:00:01	8	11031.5	10889.6	10889.6	11060.5
10/23/2003	00:00:01	9	10889.6	10335.1	10335.1	10889.6
10/24/2003	00:00:01	8	10335.1	10335.7	10267.9	10402.6
10/27/2003	00:00:01	24	10335.7	10454.1	10335.7	10454.7
10/28/2003	00:00:01	19	10454.1	10561	10335.7	10581.4
10/29/2003	00:00:01	20	10561	10739.2	10335.7	10755.9
10/30/2003	00:00:01	18	10739.2	10695.5	10335.7	10746.4
10/31/2003	00:00:01	10	10695.5	10559.5	10521.4	10708
11/03/2003	00:00:01	2	10559.5	10559.5	10559.5	10559.5
11/04/2003	00:00:01	10	10559.5	10847.9	10559.5	10847.9
11/05/2003	00:00:01	9	10847.9	10837.5	10682.2	10847.9
11/06/2003	00:00:01	9	10837.5	10552.3	10552.3	10837.5
11/07/2003	00:00:01	5	10552.3	10628.9	10503.3	10628.9
11/10/2003	00:00:01	5	10628.9	10504.5	10504.5	10628.9
11/11/2003	00:00:01	7	10504.5	10207	10187.6	10987.1
11/12/2003	00:00:01	7	10207	10226.2	10158.9	10252.5
11/13/2003	00:00:01	8	10226.2	10337.6	10226.2	10345.2
11/14/2003	00:00:01	7	10337.6	10167	10167	10338.2
11/17/2003	00:00:01	10	10167	9786.8	9786.8	10167
11/18/2003	00:00:01	19	9786.8	9897	9678.78	9897.05
11/19/2003	00:00:01	21	9897	9614.6	9614.6	9897
11/20/2003	00:00:01	29	9614.6	9865.7	9614.6	9865.7
11/21/2003	00:00:01	17	9865.7	9852.83	9793.58	9888.93
11/24/2003	00:00:01	3	9852.83	9852.8	9852.8	9852.83
11/25/2003	00:00:01	18	9852.8	9960.2	9852.8	10039.2
11/26/2003	00:00:01	18	9960.2	10144.8	9960.2	10144.83
11/27/2003	00:00:01	15	10144.8	10163.3	10076.78	10172.16
11/28/2003	00:00:01	23	10163.3	10100.5	10053.2	10163.3
12/01/2003	00:00:01	21	10100.5	10403.2	9936.16	10403.27
12/02/2003	00:00:01	21	10403.2	10410.1	10386.81	10539.22
12/03/2003	00:00:01	22	10410.1	10326.3	10326.3	10448.22
12/04/2003	00:00:01	20	10326.3	10429.9	10326.3	10444.47
12/05/2003	00:00:01	34	10429.9	10373.46	10345.46	10451.35
12/08/2003	00:00:01	19	10373.46	10045.3	10045.3	10373.46
12/09/2003	00:00:01	22	10045.3	10124.2	10033.73	10128.86
12/10/2003	00:00:01	20	10124.2	9910.5	9867.7	10124.2
12/11/2003	00:00:01	26	9910.5	10075.1	9910.5	10075.14
12/12/2003	00:00:01	21	10075.1	10169.66	10075.1	10214.87
12/15/2003	00:00:01	21	10169.7	10490.7	10169.7	10490.77
12/16/2003	00:00:01	20	10490.7	10271.6	10238.62	10490.7
12/17/2003	00:00:01	20	10271.6	10092.6	10063.12	10276.19
12/18/2003	00:00:01	21	10092.6	10104	10084.46	10149.33
12/19/2003	00:00:01	25	10104	10284.54	10104	10287.62
12/22/2003	00:00:01	29	10284.54	10372.5	10248.8	10372.51
12/23/2003	00:00:01	5	10372.5	10372.5	10372.5	10372.51
12/24/2003	00:00:01	19	10372.5	10371.27	10329.01	10397.86
12/25/2003	00:00:01	24	10371.27	10365.3	10314.31	10371.27
12/26/2003	00:00:01	20	10365.3	10417.4	10341.1	10417.41
12/29/2003	00:00:01	20	10417.4	10500.6	10417.4	10556.11
12/30/2003	00:00:01	14	10500.6	10676.6	10500.6	10676.64
12/31/2003	00:00:01	4	10676.6	10676.64	10676.6	10676.64
01/01/2004	00:00:01	7	10676.64	10676.6	10676.6	10676.64
01/02/2004	00:00:01	2	10676.6	10676.64	10676.6	10676.64
01/05/2004	00:00:01	14	10676.64	10825.17	10676.6	10844.33
01/06/2004	00:00:01	20	10825.17	10813.9	10813.9	10938.05
01/07/2004	00:00:01	19	10813.9	10757.8	10736.5	10835.9
01/08/2004	00:00:01	25	10757.8	10837.65	10757.8	10885.14
01/09/2004	00:00:01	21	10837.65	10965	10837.6	10965.05
01/12/2004	00:00:01	2	10965	10965	10965	10965
01/13/2004	00:00:01	24	10965	10849.6	10811.59	10965.61
01/14/2004	00:00:01	23	10849.6	10863	10730.45	10863
01/15/2004	00:00:01	20	10863	10665.1	10665.1	10881.77
01/16/2004	00:00:01	25	10665.1	10857.2	10665.1	10857.2
01/19/2004	00:00:01	18	10857.2	11036.33	10857.2	11036.33
01/20/2004	00:00:01	30	11036.33	11103.1	10987	11186.4
01/21/2004	00:00:01	19	11103.1	11002.3	11002.3	11154.03
01/22/2004	00:00:01	23	11002.3	11000.7	11000.7	11603.4
01/23/2004	00:00:01	19	11000.7	11069	10955.27	11086.05
01/26/2004	00:00:01	23	11069	10972.6	10885.2	11069
01/27/2004	00:00:01	21	10972.6	10928	10928	11066.65
01/28/2004	00:00:01	14	10928	10852.47	10814.4	10928
01/29/2004	00:00:01	15	10852.47	10779.5	10672.36	10852.47
01/30/2004	00:00:01	13	10779.5	10783.61	10744.44	10814.03
02/02/2004	00:00:01	13	10783.7	10776.73	10776.73	10853.62
02/03/2004	00:00:01	19	10776.73	10641.92	10544.51	10787.32
02/04/2004	00:00:01	26	10641.92	10447.2	10423.96	10641.92
02/05/2004	00:00:01	28	10447.2	10464.6	10374.9	10464.6
02/06/2004	00:00:01	22	10464.6	10460.92	10426.6	10484.43
02/09/2004	00:00:01	20	10460.92	10402.6	10402.6	10575.25
02/10/2004	00:00:01	23	10402.6	10365.4	10325.3	10454.2
02/11/2004	00:00:01	2	10365.4	10365.4	10365.4	10365.4
02/12/2004	00:00:01	19	10365.4	10459.2	10365.4	10533.26
02/13/2004	00:00:01	21	10459.2	10557.69	10417.15	10557.83
02/16/2004	00:00:01	20	10557.69	10548.7	10537.82	10610.03
02/17/2004	00:00:01	32	10548.7	10701.1	10538.86	10701.13
02/18/2004	00:00:01	26	10701.1	10676.8	10676.8	10775.99
02/19/2004	00:00:01	25	10676.8	10753.8	10676.8	10792.05
02/20/2004	00:00:01	23	10753.8	10720.69	10692.32	10753.8
02/23/2004	00:00:01	18	10720.69	10868.96	10720.69	10872.19
02/24/2004	00:00:01	19	10868.9	10644.13	10644.1	10868.9
02/25/2004	00:00:01	20	10644.1	10658.7	10626.6	10708.59
02/26/2004	00:00:01	20	10658.7	10815.2	10658.7	10815.29
02/27/2004	00:00:01	20	10815.2	11041.92	10815.2	11055.96
03/01/2004	00:00:01	24	11041.92	11271.1	11041.9	11316.26
03/02/2004	00:00:01	24	11271.1	11361.5	11271.1	11386.48
03/03/2004	00:00:01	22	11361.5	11351.9	11339.4	11410.13
03/04/2004	00:00:01	22	11351.9	11401.7	11341.9	11460.11
03/05/2004	00:00:01	22	11401.7	11537.29	11401.7	11537.29
03/08/2004	00:00:01	18	11537.29	11502.8	11502.8	11625.09
03/09/2004	00:00:01	22	11502.8	11532	11443.2	11532.04
03/10/2004	00:00:01	24	11532	11433.2	11366.13	11532
03/11/2004	00:00:01	18	11433.2	11297	11242.79	11433.2
03/12/2004	00:00:01	17	11297	11162.75	11076.37	11297
03/15/2004	00:00:01	33	11162.75	11317.9	11162.7	11317.9
03/16/2004	00:00:01	40	11317.9	11242.2	11240.61	11317.9
03/17/2004	00:00:01	26	11242.2	11436.8	11242.2	11472.54
03/18/2004	00:00:01	33	11436.8	11484.2	11436.8	11640.61
03/19/2004	00:00:01	21	11484.2	11418.5	11404.61	11484.2
03/22/2004	00:00:01	19	11418.5	11318.51	11289.7	11418.5
03/23/2004	00:00:01	26	11318.5	11280.99	11071.66	11318.5
03/24/2004	00:00:01	31	11280.99	11364.89	11254.1	11364.99
03/25/2004	00:00:01	21	11364.89	11530.89	11364.89	11530.91
03/26/2004	00:00:01	19	11530.89	11770.6	11530.89	11770.65
03/29/2004	00:00:01	22	11770.6	11718.19	11718.19	11837.49
03/30/2004	00:00:01	19	11718.19	11693.61	11693.59	11838.6
03/31/2004	00:00:01	15	11693.61	11715.29	11596.15	11768.9
04/01/2004	00:00:01	17	11715.29	11683.42	11672.32	11783.52
04/02/2004	00:00:01	14	11683.42	11815.95	11683.42	11842.37
04/05/2004	00:00:01	21	11815.95	11958.32	11815.95	11997.47
04/06/2004	00:00:01	23	11958.32	12079.7	11945.7	12079.71
04/07/2004	00:00:01	17	12079.7	12019.62	12017.67	12085.09
04/08/2004	00:00:01	19	12019.62	12092.5	11979.46	12111.95
04/09/2004	00:00:01	22	12092.5	11897.51	11867.95	12092.5
04/12/2004	00:00:01	31	11897.6	12042.7	11897.49	12075.33
04/13/2004	00:00:01	36	12042.7	12127.79	12042.69	12151.91
04/14/2004	00:00:01	22	12127.79	12098.18	12038.97	12127.79
04/15/2004	00:00:01	28	12098.18	11800.4	11800.39	12170.61
04/16/2004	00:00:01	30	11800.4	11824.55	11750.72	11847.66
04/19/2004	00:00:01	27	11824.55	11764.21	11623.59	11854.63
04/20/2004	00:00:01	29	11764.21	11952.25	11764.2	11974.27
04/21/2004	00:00:01	24	11952.25	11944.3	11890.83	11987.93
04/22/2004	00:00:01	29	11944.3	11980.1	11944.3	12051.03
04/23/2004	00:00:01	29	11980.1	12120.6	11980.1	12120.7
04/26/2004	00:00:01	46	12120.6	12163.89	12120.5	12174.95
04/27/2004	00:00:01	39	12163.89	12044.88	12025.21	12178.56
04/28/2004	00:00:01	35	12044.88	12004.29	11989.05	12077.21
04/29/2004	00:00:01	10	12004.29	12004.29	12004.19	12004.3
04/30/2004	00:00:01	18	12004.29	11761.79	11681.33	12004.29
05/03/2004	00:00:01	14	11761.79	11761.79	11761.69	11761.79
05/04/2004	00:00:01	4	11761.79	11761.7	11761.69	11761.79
05/05/2004	00:00:01	6	11761.7	11761.7	11761.69	11761.71
05/06/2004	00:00:01	27	11761.7	11571.34	11571.29	11777.44
05/07/2004	00:00:01	18	11571.34	11438.79	11438.79	11571.34
05/10/2004	00:00:01	32	11438.79	10884.7	10884.69	11438.79
05/11/2004	00:00:01	44	10884.69	10907.09	10813	10954.36
05/12/2004	00:00:01	28	10907.09	11153.49	10907.09	11153.59
05/13/2004	00:00:01	31	11153.49	10825.1	10825.09	11153.49
05/14/2004	00:00:01	26	10825.1	10849.64	10750.5	10923.07
05/17/2004	00:00:01	29	10849.6	10505.04	10504.99	10849.6
05/18/2004	00:00:01	28	10505.04	10711	10505	10711.1
05/19/2004	00:00:01	35	10711	10967.7	10711	10978.88
05/20/2004	00:00:01	42	10967.7	10861.99	10819.19	11039.67
05/21/2004	00:00:01	21	10861.99	11070.25	10861.99	11070.26
05/24/2004	00:00:01	33	11070.3	11101.63	11070.2	11162.74
05/25/2004	00:00:01	14	11101.63	10962.93	10960.6	11101.63
05/26/2004	00:00:01	15	10962.93	11152	10962.93	11213.8
05/27/2004	00:00:01	22	11152	11166	11143.76	11176.45
05/28/2004	00:00:01	25	11166	11309.58	11166	11322.8
05/31/2004	00:00:01	14	11309.6	11183.48	11141.69	11309.6
06/01/2004	00:00:01	16	11183.48	11296.71	11183.48	11315.57
06/02/2004	00:00:01	13	11296.71	11241.39	11198.56	11296.71
06/03/2004	00:00:01	18	11241.39	11014.84	11014.83	11355.97
06/04/2004	00:00:01	17	11014.84	11066.08	11014.84	11084.05
06/07/2004	00:00:01	10	11066.08	11433.06	11066.08	11433.06
06/09/2004	00:00:01	11	11433.05	11472.5	11420.25	11518.74
06/10/2004	00:00:01	14	11472.5	11590.31	11375.47	11610.13
06/11/2004	00:00:01	25	11590.31	11554.84	11520.29	11612.41
06/14/2004	00:00:01	4	11554.84	11543.2	11495.8	11588.81
06/15/2004	00:00:01	11	11543.2	11449.2	11355.79	11543.2
06/16/2004	00:00:01	25	11449.2	11594.9	11449.2	11644.11
06/17/2004	00:00:01	12	11594.9	11607.9	11548.32	11630.22
06/18/2004	00:00:01	16	11607.9	11372.72	11372.72	11607.9
06/21/2004	00:00:01	23	11373	11630.16	11373	11691.61
06/22/2004	00:00:01	11	11630.16	11513.81	11483.07	11630.16
06/23/2004	00:00:01	17	11600.09	11550.68	11550.66	11650.29
06/24/2004	00:00:01	9	11550.68	11699	11550.68	11701.82
06/25/2004	00:00:01	17	11699	11762	11634.9	11785.1
06/28/2004	00:00:01	19	11762	11838.8	11603.2	11850.3
06/29/2004	00:00:01	19	11838.8	11687.9	11687.9	11855.6
06/30/2004	00:00:01	20	11687.9	11854	11687.9	11915.2
07/01/2004	00:00:01	18	11695.2	11915.1	11695.2	11969.3
07/02/2004	00:00:01	19	11915.1	11710.2	11695.3	11915.1
07/05/2004	00:00:01	16	11710.2	11529.5	11485.7	11710.2
07/06/2004	00:00:01	17	11529.5	11542.9	11508.3	11642.3
07/07/2004	00:00:01	14	11542.9	11381.8	11258.3	11542.9
07/08/2004	00:00:01	17	11381.8	11340.7	11325.7	11404.2
07/09/2004	00:00:01	18	11340.7	11426.2	11277.8	11430.8
07/12/2004	00:00:01	16	11426.2	11585	11426.2	11585
07/13/2004	00:00:01	20	11585	11565.6	11475.2	11585
07/14/2004	00:00:01	20	11565.6	11411.5	11411.5	11664
07/15/2004	00:00:01	17	11411.5	11330.4	11316	11479.7
07/16/2004	00:00:01	15	11330.4	11430.5	11265.4	11486.8
07/19/2004	00:00:01	11	11430.5	11278	11278	11430.5
07/20/2004	00:00:01	20	11278	11195.6	11195.6	11318.1
07/21/2004	00:00:01	17	11195.6	11391	11195.6	11418.6
07/22/2004	00:00:01	17	11391	11250.2	11225	11391
07/23/2004	00:00:01	22	11250.2	11205.2	11187.2	11264.3
07/26/2004	00:00:01	19	11205.2	11137.3	11082	11205.2
07/27/2004	00:00:01	16	11137.3	11043.3	11043.3	11179.7
07/28/2004	00:00:01	18	11043.3	11223.8	11043.3	11223.8
07/29/2004	00:00:01	21	11223.8	11089.8	11059.4	11236.9
07/30/2004	00:00:01	16	11089.8	11223.1	11089.8	11353.2
08/02/2004	00:00:01	18	11223.1	11188.2	11176.7	11296.1
08/03/2004	00:00:01	19	11188.2	11122.5	11122.5	11249
08/04/2004	00:00:01	16	11122.5	10925.9	10906.9	11122.5
08/05/2004	00:00:01	15	10925.9	11070	10925.9	11103.1
08/06/2004	00:00:01	19	11070	10933.4	10904.7	11070
08/09/2004	00:00:01	15	10933.4	10893.8	10789.2	10933.4
08/10/2004	00:00:01	14	10893.8	10938	10798.7	10967.5
08/11/2004	00:00:01	19	10938	11056.5	10938	11056.5
08/12/2004	00:00:01	19	11056.5	11016.1	11001.6	11083.8
08/13/2004	00:00:01	17	11016.1	10787.8	10787.8	11016.1
08/16/2004	00:00:01	16	10787.8	10662.9	10545.9	10787.8
08/17/2004	00:00:01	22	10662.9	10718.6	10662.9	10823.5
08/18/2004	00:00:01	18	10718.6	10702.8	10686.2	10757.8
08/19/2004	00:00:01	17	10702.8	10902.6	10702.8	10930.3
08/20/2004	00:00:01	20	10902.6	10923.1	10856.6	10961.6
08/23/2004	00:00:01	18	10923.1	10976.8	10923.1	10998.2
08/24/2004	00:00:01	21	10976.8	10948.9	10865.3	10997.6
08/25/2004	00:00:01	22	10948.9	11131.2	10940.3	11131.7
08/26/2004	00:00:01	19	11131.2	11155.9	11082	11232.2
08/27/2004	00:00:01	20	11155.9	11191.2	11128.2	11192
08/30/2004	00:00:01	22	11191.2	11189	11133.2	11212.6
08/31/2004	00:00:01	19	11189	11076.2	11044.8	11189
09/01/2004	00:00:01	15	11076.2	11135.3	11054.5	11168.1
09/02/2004	00:00:01	18	11135.3	11158.8	11103	11184.2
09/03/2004	00:00:01	19	11158.8	10988.2	10988.2	11183.6
09/06/2004	00:00:01	25	10988.2	11242.2	10988.2	11273.7
09/07/2004	00:00:01	18	11242.2	11273.2	11242.2	11312.1
09/08/2004	00:00:01	17	11273.2	11273.2	11273.2	11357.8
09/09/2004	00:00:01	19	11273.2	11211.6	11211.6	11299.6
09/10/2004	00:00:01	20	11211.6	11010.9	10964.6	11211.6
09/13/2004	00:00:01	31	11010.9	11262.6	11010.9	11262.6
09/14/2004	00:00:01	149	11262.6	11312.3	11201.7	11803.7
09/15/2004	00:00:01	19	11312.3	11221.2	11144.3	11312.3
09/16/2004	00:00:01	18	11221.2	11122.3	11092.7	11221.2
09/17/2004	00:00:01	17	11122.3	11063.3	11049.1	11144.3
09/20/2004	00:00:01	7	11063.3	11063.3	11063.3	11063.3
09/21/2004	00:00:01	24	11063.3	11094.8	11034.3	11148.2
09/22/2004	00:00:01	18	11094.8	10984.3	10944	11178.2
09/23/2004	00:00:01	9	10984.3	10984.3	10984.3	10984.3
09/24/2004	00:00:01	17	10984.3	10922.4	10877.3	10984.3
09/27/2004	00:00:01	84	10922.4	10831.5	10753.2	10950.6
09/28/2004	00:00:01	16	10831.5	10820.3	10748.8	10831.5
09/29/2004	00:00:01	15	10820.3	10850.7	10788.7	10873.9
09/30/2004	00:00:01	20	10850.7	10898.9	10841.3	10942.9
10/01/2004	00:00:01	21	10898.9	10999.2	10893.2	11027
10/04/2004	00:00:01	17	10999.2	11244.4	10999.2	11267.5
10/05/2004	00:00:01	12	11244.4	11273.2	11244.4	11282.4
10/06/2004	00:00:01	17	11273.2	11361.8	11218.4	11396.4
10/07/2004	00:00:01	20	11361.8	11354.8	11344.5	11399.4
10/08/2004	00:00:01	20	11354.8	11313.1	11282.4	11359.9
10/11/2004	00:00:01	6	11313.1	11313.1	11313.1	11313.1
10/12/2004	00:00:01	15	11313.1	11236.9	11152.8	11313.1
10/13/2004	00:00:01	17	11236.9	11181.1	11181.1	11292.8
10/14/2004	00:00:01	20	11181.1	11070.3	11049	11181.1
10/15/2004	00:00:01	17	11070.3	11010.9	10925.6	11070.3
10/18/2004	00:00:01	15	11010.9	10963.4	10930.9	11047.3
10/19/2004	00:00:01	13	10963.4	11072.1	10963.4	11128.4
10/20/2004	00:00:01	14	11072.1	10910.7	10867	11072.1
10/21/2004	00:00:01	19	10910.7	10785.9	10785.9	10910.7
10/22/2004	00:00:01	13	10785.9	10836.9	10784.3	10884.7
10/25/2004	00:00:01	19	10836.9	10638.5	10603.6	10836.9
10/26/2004	00:00:01	24	10638.5	10670.7	10638.5	10683
10/27/2004	00:00:01	20	10670.7	10697.5	10670.7	10802.5
10/28/2004	00:00:01	18	10697.5	10890.3	10697.5	10921.1
10/29/2004	00:00:01	17	10890.3	10738	10706.2	10890.3
11/01/2004	00:00:01	20	10738	10676	10642.2	11246.4
11/02/2004	00:00:01	22	10676	10822.1	10676	10891.6
11/03/2004	00:00:01	9	10822.1	10887.8	10822.1	10887.8
11/04/2004	00:00:01	15	10887.8	10983.8	10887.8	10999
11/05/2004	00:00:01	21	10983.8	11028.9	10983.8	11056.7
11/08/2004	00:00:01	23	11028.9	11012.2	11011.3	11119.1
11/09/2004	00:00:01	16	11012.2	10952.3	10948.9	11038.4
11/10/2004	00:00:01	22	10952.3	11007.9	10930.7	11052.3
11/11/2004	00:00:01	15	11007.9	10962.8	10962.8	11034.5
11/12/2004	00:00:01	19	10962.8	11022.9	10841.4	11022.9
11/15/2004	00:00:01	14	11022.9	11200.5	11022.9	11206.9
11/16/2004	00:00:01	25	11200.5	11176.1	11149.2	11294.7
11/17/2004	00:00:01	16	11176.1	11142.8	11122.5	11185
11/18/2004	00:00:01	5	11142.8	11142.8	11142.8	11142.8
11/19/2004	00:00:01	27	11142.8	11099.2	11052.6	11200.6
11/22/2004	00:00:01	16	11099.2	10794.3	10783.8	11099.2
11/23/2004	00:00:01	5	10794.3	10795.6	10794.3	10795.6
11/24/2004	00:00:01	20	10795.6	10873.7	10795.6	10894.5
11/25/2004	00:00:01	17	10873.7	10876.4	10842.7	10915.1
11/26/2004	00:00:01	19	10876.4	10854.8	10854.8	10924.5
11/29/2004	00:00:01	12	10854.8	10985.8	10844.4	11008.7
11/30/2004	00:00:01	16	10985.8	10881.1	10856.5	10985.8
12/01/2004	00:00:01	19	10881.1	10778.7	10719.9	10881.1
12/02/2004	00:00:01	16	10778.7	10991.1	10778.7	10991.1
12/03/2004	00:00:01	12	10991.1	11092.4	10991.1	11094.1
12/06/2004	00:00:01	17	11092.4	10917.9	10917.9	11092.4
12/07/2004	00:00:01	5	10917.9	10917.9	10917.9	10917.9
12/08/2004	00:00:01	20	10917.9	10929.6	10808.4	10949.1
12/09/2004	00:00:01	19	10929.6	10745.9	10745.9	10930.9
12/10/2004	00:00:01	17	10745.9	10779.5	10745.9	10876.4
12/13/2004	00:00:01	18	10779.5	10797.2	10779.5	10853.2
12/14/2004	00:00:01	19	10797.2	10941.9	10777.7	10941.9
12/15/2004	00:00:01	21	10941.9	10979.6	10941.9	10998.3
12/16/2004	00:00:01	20	10979.6	10952.5	10874.3	10979.6
12/17/2004	00:00:01	6	10952.5	10952.5	10952.5	10952.5
12/20/2004	00:00:01	17	10952.5	11081.1	10952.5	11151.8
12/21/2004	00:00:01	23	11081.1	11156.5	11081.1	11167.1
12/22/2004	00:00:01	19	11156.5	11206	11156.5	11234.5
12/23/2004	00:00:01	8	11206	11206	11206	11206
12/24/2004	00:00:01	17	11206	11264.8	11206	11369.7
12/27/2004	00:00:01	17	11264.8	11352.1	11264.8	11375.6
12/28/2004	00:00:01	16	11352.1	11333.7	11314.4	11402.1
12/29/2004	00:00:01	19	11333.7	11441.8	11333.7	11498.4
12/30/2004	00:00:01	16	11441.8	11488.8	11428.7	11516.8
12/31/2004	00:00:01	8	11488.8	11488.8	11488.8	11488.8
01/03/2005	00:00:01	7	11488.8	11488.8	11488.8	11488.8
01/04/2005	00:00:01	14	11488.8	11527.3	11437.1	11527.3
01/05/2005	00:00:01	17	11527.3	11421.4	11421.4	11527.3
01/06/2005	00:00:01	18	11421.4	11460.5	11372.2	11471.3
01/07/2005	00:00:01	21	11460.5	11443	11443	11528.7
01/10/2005	00:00:01	12	11443	11443	11443	11443
01/11/2005	00:00:01	14	11443	11557.7	11443	11557.7
01/12/2005	00:00:01	14	11557.7	11422.3	11422.3	11598.3
01/13/2005	00:00:01	13	11422.3	11368.4	11342.4	11422.3
01/14/2005	00:00:01	11	11368.4	11397	11341.8	11397
01/17/2005	00:00:01	12	11397	11518.6	11397	11518.9
01/18/2005	00:00:01	13	11518.6	11453.2	11435.9	11518.6
01/19/2005	00:00:01	10	11453.2	11462.6	11453.2	11530.2
01/20/2005	00:00:01	8	11462.6	11303.3	11281.9	11462.6
01/21/2005	00:00:01	15	11303.3	11234	11234	11303.3
01/24/2005	00:00:01	14	11234	11270.7	11213	11285.3
01/25/2005	00:00:01	12	11270.7	11230.2	11157.3	11270.7
01/26/2005	00:00:01	12	11230.2	11360.7	11230.2	11360.7
01/27/2005	00:00:01	8	11360.7	11327.4	11292.3	11390.1
01/28/2005	00:00:01	12	11327.4	11250.6	11250.6	11334.4
01/31/2005	00:00:01	15	11250.6	11446.7	11250.6	11446.7
02/01/2005	00:00:01	11	11446.7	11356.8	11356.8	11446.7
02/02/2005	00:00:01	21	11356.8	11408.5	11340.5	11432.3
02/03/2005	00:00:01	23	11408.5	11396.4	11328.6	11430.9
02/04/2005	00:00:01	12	11396.4	11302.9	11266.5	11396.4
02/07/2005	00:00:01	27	11302.9	11360.4	11302.9	11519.2
02/08/2005	00:00:01	15	11360.4	11512	11360.4	11512
02/09/2005	00:00:01	14	11512	11486.3	11464.8	11519.9
02/10/2005	00:00:01	9	11486.3	11426.6	11426.6	11486.3
02/11/2005	00:00:01	11	11426.6	11553.6	11426.6	11553.6
02/14/2005	00:00:01	10	11553.6	11655.2	11553.6	11659.6
02/15/2005	00:00:01	14	11655.2	11675.9	11642.2	11712.3
02/16/2005	00:00:01	8	11675.9	11641.8	11594.6	11675.9
02/17/2005	00:00:01	16	11641.8	11561.6	11561.6	11641.8
02/18/2005	00:00:01	13	11561.6	11647.9	11561.6	11647.9
02/21/2005	00:00:01	15	11647.9	11671.2	11644.9	11671.2
02/22/2005	00:00:01	8	11671.2	11613.7	11555.2	11710.2
02/23/2005	00:00:01	15	11613.7	11533.7	11441.5	11613.7
02/24/2005	00:00:01	17	11533.7	11537.6	11507.4	11537.6
02/25/2005	00:00:01	7	11537.6	11654	11537.6	11671.7
02/28/2005	00:00:01	8	11654	11736.6	11654	11742
03/01/2005	00:00:01	10	11736.6	11749	11705.3	11749
