DATE	TIME	VOLUME	OPEN	CLOSE	MIN	MAX
11/22/1994	00:00:01	0	19052	18963	18905	19052
11/23/1994	00:00:01	0	18963	18963	18963	18963
11/24/1994	00:00:01	0	18877	18701	18689	18877
11/25/1994	00:00:01	0	18742	18667	18666	18847
11/26/1994	00:00:01	0	18667	18667	18667	18667
11/27/1994	00:00:01	0	18667	18667	18667	18667
11/28/1994	00:00:01	0	18728	18811	18728	18811
11/29/1994	00:00:01	0	18826	18926	18826	18929
11/30/1994	00:00:01	0	18944	19076	18944	19134
12/01/1994	00:00:01	0	19061	19014	18962	19111
12/02/1994	00:00:01	0	18982	18998	18947	19080
12/03/1994	00:00:01	0	18998	18998	18998	18998
12/04/1994	00:00:01	0	18998	18998	18998	18998
12/05/1994	00:00:01	0	19067	19306	19067	19306
12/06/1994	00:00:01	0	19316	19340	19243	19342
12/07/1994	00:00:01	0	19306	19174	19139	19306
12/08/1994	00:00:01	0	19174	19180	19135	19288
12/09/1994	00:00:01	0	19194	18978	18972	19240
12/10/1994	00:00:01	0	18978	18978	18978	18978
12/11/1994	00:00:01	0	18978	18978	18978	18978
12/12/1994	00:00:01	0	19008	18975	18959	19072
12/13/1994	00:00:01	0	18997	18875	18823	19017
12/14/1994	00:00:01	0	18888	18931	18887	18958
12/15/1994	00:00:01	0	18964	19121	18964	19178
12/16/1994	00:00:01	0	19131	19163	19012	19163
12/17/1994	00:00:01	0	19163	19163	19163	19163
12/18/1994	00:00:01	0	19163	19163	19163	19163
12/19/1994	00:00:01	0	19160	19271	19160	19336
12/20/1994	00:00:01	0	19263	19407	19194	19418
12/21/1994	00:00:01	0	19396	19341	19277	19455
12/22/1994	00:00:01	0	19401	19634	19401	19634
12/23/1994	00:00:01	0	19634	19634	19634	19634
12/24/1994	00:00:01	0	19634	19634	19634	19634
12/25/1994	00:00:01	0	19634	19634	19634	19634
12/26/1994	00:00:01	0	19646	19727	19600	19727
12/27/1994	00:00:01	0	19704	19711	19628	19801
12/28/1994	00:00:01	0	19745	19666	19599	19814
12/29/1994	00:00:01	0	19610	19753	19509	19764
12/30/1994	00:00:01	0	19718	19723	19679	19833
12/31/1994	00:00:01	0	19723	19723	19723	19723
01/01/1995	00:00:01	0	19723	19723	19723	19723
01/02/1995	00:00:01	0	19723	19723	19723	19723
01/03/1995	00:00:01	0	19723	19723	19723	19723
01/04/1995	00:00:01	0	19725	19684	19641	19725
01/05/1995	00:00:01	0	19698	19616	19518	19718
01/06/1995	00:00:01	0	19586	19519	19417	19586
01/07/1995	00:00:01	0	19519	19519	19519	19519
01/08/1995	00:00:01	0	19519	19519	19519	19519
01/09/1995	00:00:01	0	19502	19445	19434	19524
01/10/1995	00:00:01	0	19415	19501	19369	19544
01/11/1995	00:00:01	0	19518	19548	19480	19603
01/12/1995	00:00:01	0	19536	19410	19344	19547
01/13/1995	00:00:01	0	19408	19331	19265	19408
01/14/1995	00:00:01	0	19331	19331	19331	19331
01/15/1995	00:00:01	0	19331	19331	19331	19331
01/16/1995	00:00:01	0	19331	19331	19331	19331
01/17/1995	00:00:01	0	19322	19241	19088	19362
01/18/1995	00:00:01	0	19232	19223	19201	19321
01/19/1995	00:00:01	0	19218	19076	18978	19298
01/20/1995	00:00:01	0	19034	18840	18754	19034
01/21/1995	00:00:01	0	18840	18840	18840	18840
01/22/1995	00:00:01	0	18840	18840	18840	18840
01/23/1995	00:00:01	0	18807	17785	17779	18818
01/24/1995	00:00:01	0	17807	18061	17699	18139
01/25/1995	00:00:01	0	18096	18159	18096	18413
01/26/1995	00:00:01	0	18168	18071	18017	18407
01/27/1995	00:00:01	0	18091	18104	17938	18257
01/28/1995	00:00:01	0	18104	18104	18104	18104
01/29/1995	00:00:01	0	18104	18104	18104	18104
01/30/1995	00:00:01	0	18137	18753	18137	18819
01/31/1995	00:00:01	0	18790	18650	18583	18855
02/01/1995	00:00:01	0	18647	18739	18610	18869
02/02/1995	00:00:01	0	18720	18604	18521	18720
02/03/1995	00:00:01	0	18607	18539	18437	18646
02/04/1995	00:00:01	0	18539	18539	18539	18539
02/05/1995	00:00:01	0	18539	18539	18539	18539
02/06/1995	00:00:01	0	18585	18667	18573	18672
02/07/1995	00:00:01	0	18656	18501	18500	18656
02/08/1995	00:00:01	0	18477	18290	18137	18477
02/09/1995	00:00:01	0	18265	18100	18100	18339
02/10/1995	00:00:01	0	18118	18291	18011	18300
02/11/1995	00:00:01	0	18291	18291	18291	18291
02/12/1995	00:00:01	0	18291	18291	18291	18291
02/13/1995	00:00:01	0	18320	18314	18283	18428
02/14/1995	00:00:01	0	18277	18138	18065	18277
02/15/1995	00:00:01	0	18092	17991	17906	18093
02/16/1995	00:00:01	0	17971	17781	17742	17971
02/17/1995	00:00:01	0	17732	18021	17618	18201
02/18/1995	00:00:01	0	18021	18021	18021	18021
02/19/1995	00:00:01	0	18021	18021	18021	18021
02/20/1995	00:00:01	0	18037	17956	17921	18109
02/21/1995	00:00:01	0	17947	18096	17947	18195
02/22/1995	00:00:01	0	18118	18107	18107	18271
02/23/1995	00:00:01	0	18080	17830	17553	18080
02/24/1995	00:00:01	0	17843	17473	17473	17850
02/25/1995	00:00:01	0	17473	17473	17473	17473
02/26/1995	00:00:01	0	17473	17473	17473	17473
02/27/1995	00:00:01	0	17465	16809	16518	17465
02/28/1995	00:00:01	0	16848	17053	16848	17165
03/01/1995	00:00:01	0	17018	16619	16479	17018
03/02/1995	00:00:01	0	16656	16963	16656	17162
03/03/1995	00:00:01	0	16923	17040	16792	17122
03/04/1995	00:00:01	0	17040	17040	17040	17040
03/05/1995	00:00:01	0	17040	17040	17040	17040
03/06/1995	00:00:01	0	16987	17041	16850	17134
03/07/1995	00:00:01	0	17060	16955	16954	17105
03/08/1995	00:00:01	0	16890	16621	16538	16890
03/09/1995	00:00:01	0	16676	16763	16676	16839
03/10/1995	00:00:01	0	16742	16358	16258	16800
03/11/1995	00:00:01	0	16358	16358	16358	16358
03/12/1995	00:00:01	0	16358	16358	16358	16358
03/13/1995	00:00:01	0	16391	16478	16081	16478
03/14/1995	00:00:01	0	16456	16246	16199	16456
03/15/1995	00:00:01	0	16233	16667	16225	16699
03/16/1995	00:00:01	0	16633	16356	16309	16633
03/17/1995	00:00:01	0	16403	16251	16071	16488
03/18/1995	00:00:01	0	16251	16251	16251	16251
03/19/1995	00:00:01	0	16251	16251	16251	16251
03/20/1995	00:00:01	0	16217	16130	15980	16217
03/21/1995	00:00:01	0	16130	16130	16130	16130
03/22/1995	00:00:01	0	16123	15905	15902	16245
03/23/1995	00:00:01	0	15896	15813	15681	15927
03/24/1995	00:00:01	0	15805	15750	15424	15805
03/25/1995	00:00:01	0	15750	15750	15750	15750
03/26/1995	00:00:01	0	15750	15750	15750	15750
03/27/1995	00:00:01	0	15813	16096	15813	16232
03/28/1995	00:00:01	0	16098	16682	16098	16682
03/29/1995	00:00:01	0	16704	16461	16366	16704
03/30/1995	00:00:01	0	16414	16512	16327	16608
03/31/1995	00:00:01	0	16568	16140	16095	16848
04/01/1995	00:00:01	0	16140	16140	16140	16140
04/02/1995	00:00:01	0	16140	16140	16140	16140
04/03/1995	00:00:01	0	16080	15381	15272	16080
04/04/1995	00:00:01	0	15434	15631	15256	15755
04/05/1995	00:00:01	0	15653	15882	15478	15902
04/06/1995	00:00:01	0	15852	15816	15698	15949
04/07/1995	00:00:01	0	15751	15720	15635	15783
04/08/1995	00:00:01	0	15720	15720	15720	15720
04/09/1995	00:00:01	0	15720	15720	15720	15720
04/10/1995	00:00:01	0	15739	16163	15584	16212
04/11/1995	00:00:01	0	16205	16269	16109	16365
04/12/1995	00:00:01	0	16270	16345	16234	16434
04/13/1995	00:00:01	0	16336	16439	16275	16564
04/14/1995	00:00:01	0	16406	16048	16048	16530
04/15/1995	00:00:01	0	16048	16048	16048	16048
04/16/1995	00:00:01	0	16048	16048	16048	16048
04/17/1995	00:00:01	0	16046	16304	15893	16305
04/18/1995	00:00:01	0	16274	16225	16153	16323
04/19/1995	00:00:01	0	16181	16376	15977	16424
04/20/1995	00:00:01	0	16430	16643	16430	16665
04/21/1995	00:00:01	0	16700	16968	16700	16968
04/22/1995	00:00:01	0	16968	16968	16968	16968
04/23/1995	00:00:01	0	16968	16968	16968	16968
04/24/1995	00:00:01	0	16944	16804	16779	16981
04/25/1995	00:00:01	0	16837	16910	16837	17110
04/26/1995	00:00:01	0	16859	16826	16713	16932
04/27/1995	00:00:01	0	16902	16884	16809	16989
04/28/1995	00:00:01	0	16867	16807	16740	16869
04/29/1995	00:00:01	0	16807	16807	16807	16807
04/30/1995	00:00:01	0	16807	16807	16807	16807
05/01/1995	00:00:01	0	16820	16811	16708	16839
05/02/1995	00:00:01	0	16820	17089	16734	17116
05/03/1995	00:00:01	0	17089	17089	17089	17089
05/04/1995	00:00:01	0	17089	17089	17089	17089
05/05/1995	00:00:01	0	17089	17089	17089	17089
05/06/1995	00:00:01	0	17089	17089	17089	17089
05/07/1995	00:00:01	0	17089	17089	17089	17089
05/08/1995	00:00:01	0	17111	17104	17072	17190
05/09/1995	00:00:01	0	17121	16958	16937	17167
05/10/1995	00:00:01	0	16908	16826	16800	16956
05/11/1995	00:00:01	0	16843	16462	16462	16873
05/12/1995	00:00:01	0	16506	16421	16387	16684
05/13/1995	00:00:01	0	16421	16421	16421	16421
05/14/1995	00:00:01	0	16421	16421	16421	16421
05/15/1995	00:00:01	0	16457	16610	16363	16636
05/16/1995	00:00:01	0	16606	16389	16385	16606
05/17/1995	00:00:01	0	16403	16471	16359	16516
05/18/1995	00:00:01	0	16501	16313	16205	16527
05/19/1995	00:00:01	0	16267	16141	16043	16267
05/20/1995	00:00:01	0	16141	16141	16141	16141
05/21/1995	00:00:01	0	16141	16141	16141	16141
05/22/1995	00:00:01	0	16102	15789	15712	16102
05/23/1995	00:00:01	0	15793	15916	15744	15916
05/24/1995	00:00:01	0	15885	15971	15808	16006
05/25/1995	00:00:01	0	16009	15579	15559	16033
05/26/1995	00:00:01	0	15540	15694	15406	15713
05/27/1995	00:00:01	0	15694	15694	15694	15694
05/28/1995	00:00:01	0	15694	15694	15694	15694
05/29/1995	00:00:01	0	15608	15574	15420	15608
05/30/1995	00:00:01	0	15573	15763	15573	15824
05/31/1995	00:00:01	0	15746	15437	15292	15746
06/01/1995	00:00:01	0	15481	15595	15420	15648
06/02/1995	00:00:01	0	15626	15849	15626	16016
06/03/1995	00:00:01	0	15849	15849	15849	15849
06/04/1995	00:00:01	0	15849	15849	15849	15849
06/05/1995	00:00:01	0	15854	15897	15740	15921
06/06/1995	00:00:01	0	15875	15661	15608	15923
06/07/1995	00:00:01	0	15643	15680	15557	15734
06/08/1995	00:00:01	0	15630	15442	15356	15630
06/09/1995	00:00:01	0	15415	15044	14978	15415
06/10/1995	00:00:01	0	15044	15044	15044	15044
06/11/1995	00:00:01	0	15044	15044	15044	15044
06/12/1995	00:00:01	0	15030	14813	14742	15030
06/13/1995	00:00:01	0	14818	14600	14582	14932
06/14/1995	00:00:01	0	14624	14660	14624	14801
06/15/1995	00:00:01	0	14667	14867	14376	14867
06/16/1995	00:00:01	0	14931	14703	14656	15021
06/17/1995	00:00:01	0	14703	14703	14703	14703
06/18/1995	00:00:01	0	14703	14703	14703	14703
06/19/1995	00:00:01	0	14705	14700	14700	14849
06/20/1995	00:00:01	0	14770	14666	14528	14866
06/21/1995	00:00:01	0	14685	14951	14665	14983
06/22/1995	00:00:01	0	14940	14926	14793	14954
06/23/1995	00:00:01	0	14987	15265	14987	15265
06/24/1995	00:00:01	0	15265	15265	15265	15265
06/25/1995	00:00:01	0	15265	15265	15265	15265
06/26/1995	00:00:01	0	15320	15145	15145	15378
06/27/1995	00:00:01	0	15155	14759	14745	15163
06/28/1995	00:00:01	0	14708	14618	14537	14755
06/29/1995	00:00:01	0	14678	14507	14445	14905
06/30/1995	00:00:01	0	14511	14517	14452	14624
07/01/1995	00:00:01	0	14517	14517	14517	14517
07/02/1995	00:00:01	0	14517	14517	14517	14517
07/03/1995	00:00:01	0	14519	14485	14296	14519
07/04/1995	00:00:01	0	14498	14756	14472	14769
07/05/1995	00:00:01	0	14759	14830	14675	14888
07/06/1995	00:00:01	0	14872	15257	14760	15257
07/07/1995	00:00:01	0	15309	16213	15309	16389
07/08/1995	00:00:01	0	16213	16213	16213	16213
07/09/1995	00:00:01	0	16213	16213	16213	16213
07/10/1995	00:00:01	0	16285	16243	16243	16703
07/11/1995	00:00:01	0	16217	16588	15955	16589
07/12/1995	00:00:01	0	16603	16606	16512	16834
07/13/1995	00:00:01	0	16632	16506	16436	16769
07/14/1995	00:00:01	0	16534	16518	16425	16591
07/15/1995	00:00:01	0	16518	16518	16518	16518
07/16/1995	00:00:01	0	16518	16518	16518	16518
07/17/1995	00:00:01	0	16574	16842	16574	16942
07/18/1995	00:00:01	0	16890	16574	16574	17018
07/19/1995	00:00:01	0	16518	16422	16240	16518
07/20/1995	00:00:01	0	16365	16453	16182	16453
07/21/1995	00:00:01	0	16509	16589	16482	16613
07/22/1995	00:00:01	0	16589	16589	16589	16589
07/23/1995	00:00:01	0	16589	16589	16589	16589
07/24/1995	00:00:01	0	16611	16592	16374	16644
07/25/1995	00:00:01	0	16572	16148	16148	16572
07/26/1995	00:00:01	0	16165	16387	16158	16387
07/27/1995	00:00:01	0	16367	16625	16308	16695
07/28/1995	00:00:01	0	16612	16649	16434	16726
07/29/1995	00:00:01	0	16649	16649	16649	16649
07/30/1995	00:00:01	0	16649	16649	16649	16649
07/31/1995	00:00:01	0	16652	16678	16594	16919
08/01/1995	00:00:01	0	16645	16359	16325	16645
08/02/1995	00:00:01	0	16319	16721	16274	16796
08/03/1995	00:00:01	0	16799	16894	16799	17160
08/04/1995	00:00:01	0	16881	16741	16642	16956
08/05/1995	00:00:01	0	16741	16741	16741	16741
08/06/1995	00:00:01	0	16741	16741	16741	16741
08/07/1995	00:00:01	0	16805	16615	16507	16873
08/08/1995	00:00:01	0	16645	16839	16512	16854
08/09/1995	00:00:01	0	16833	16789	16714	16931
08/10/1995	00:00:01	0	16771	16729	16546	16788
08/11/1995	00:00:01	0	16757	16792	16701	16856
08/12/1995	00:00:01	0	16792	16792	16792	16792
08/13/1995	00:00:01	0	16792	16792	16792	16792
08/14/1995	00:00:01	0	16819	16917	16819	17004
08/15/1995	00:00:01	0	16915	17453	16869	17453
08/16/1995	00:00:01	0	17522	18159	17522	18300
08/17/1995	00:00:01	0	18116	18150	18020	18268
08/18/1995	00:00:01	0	18095	18032	17913	18095
08/19/1995	00:00:01	0	18032	18032	18032	18032
08/20/1995	00:00:01	0	18032	18032	18032	18032
08/21/1995	00:00:01	0	18000	17871	17723	18000
08/22/1995	00:00:01	0	17858	17878	17818	18029
08/23/1995	00:00:01	0	17874	17732	17666	17933
08/24/1995	00:00:01	0	17700	17922	17600	17945
08/25/1995	00:00:01	0	17920	17771	17689	17920
08/26/1995	00:00:01	0	17771	17771	17771	17771
08/27/1995	00:00:01	0	17771	17771	17771	17771
08/28/1995	00:00:01	0	17742	17847	17581	17897
08/29/1995	00:00:01	0	17892	18135	17825	18185
08/30/1995	00:00:01	0	18171	17984	17956	18242
08/31/1995	00:00:01	0	17972	18117	17894	18160
09/01/1995	00:00:01	0	18053	18121	17909	18153
09/02/1995	00:00:01	0	18121	18121	18121	18121
09/03/1995	00:00:01	0	18121	18121	18121	18121
09/04/1995	00:00:01	0	18116	17749	17638	18116
09/05/1995	00:00:01	0	17731	17794	17503	17844
09/06/1995	00:00:01	0	17807	17620	17620	17899
09/07/1995	00:00:01	0	17656	17621	17512	17714
09/08/1995	00:00:01	0	17643	18280	17643	18501
09/09/1995	00:00:01	0	18280	18280	18280	18280
09/10/1995	00:00:01	0	18280	18280	18280	18280
09/11/1995	00:00:01	0	18271	18486	18195	18570
09/12/1995	00:00:01	0	18527	18472	18442	18674
09/13/1995	00:00:01	0	18470	18614	18421	18654
09/14/1995	00:00:01	0	18680	18759	18604	18791
09/15/1995	00:00:01	0	18759	18759	18759	18759
09/16/1995	00:00:01	0	18759	18759	18759	18759
09/17/1995	00:00:01	0	18759	18759	18759	18759
09/18/1995	00:00:01	0	18781	18319	18319	18848
09/19/1995	00:00:01	0	18275	18474	18230	18481
09/20/1995	00:00:01	0	18561	18199	18142	18639
09/21/1995	00:00:01	0	18143	18035	17949	18143
09/22/1995	00:00:01	0	17958	17714	17666	17958
09/23/1995	00:00:01	0	17714	17714	17714	17714
09/24/1995	00:00:01	0	17714	17714	17714	17714
09/25/1995	00:00:01	0	17734	17566	17566	17855
09/26/1995	00:00:01	0	17595	17922	17595	17922
09/27/1995	00:00:01	0	17928	18262	17765	18262
09/28/1995	00:00:01	0	18219	18023	18023	18295
09/29/1995	00:00:01	0	18046	17913	17883	18139
09/30/1995	00:00:01	0	17913	17913	17913	17913
10/01/1995	00:00:01	0	17913	17913	17913	17913
10/02/1995	00:00:01	0	17921	17740	17684	17950
10/03/1995	00:00:01	0	17770	18143	17737	18160
10/04/1995	00:00:01	0	18167	18145	18056	18347
10/05/1995	00:00:01	0	18143	18220	18101	18267
10/06/1995	00:00:01	0	18201	18506	18183	18547
10/07/1995	00:00:01	0	18506	18506	18506	18506
10/08/1995	00:00:01	0	18506	18506	18506	18506
10/09/1995	00:00:01	0	18504	18176	18169	18504
10/10/1995	00:00:01	0	18176	18176	18176	18176
10/11/1995	00:00:01	0	18156	17891	17891	18156
10/12/1995	00:00:01	0	17909	17971	17841	18052
10/13/1995	00:00:01	0	17924	17881	17777	17976
10/14/1995	00:00:01	0	17881	17881	17881	17881
10/15/1995	00:00:01	0	17881	17881	17881	17881
10/16/1995	00:00:01	0	17915	18016	17915	18141
10/17/1995	00:00:01	0	18006	17917	17841	18072
10/18/1995	00:00:01	0	17911	17896	17746	17918
10/19/1995	00:00:01	0	17908	17955	17908	18050
10/20/1995	00:00:01	0	17985	18157	17973	18219
10/21/1995	00:00:01	0	18157	18157	18157	18157
10/22/1995	00:00:01	0	18157	18157	18157	18157
10/23/1995	00:00:01	0	18122	18156	18025	18173
10/24/1995	00:00:01	0	18122	18014	18014	18261
10/25/1995	00:00:01	0	18017	17971	17945	18049
10/26/1995	00:00:01	0	17971	17727	17682	17976
10/27/1995	00:00:01	0	17699	17337	17337	17699
10/28/1995	00:00:01	0	17337	17337	17337	17337
10/29/1995	00:00:01	0	17337	17337	17337	17337
10/30/1995	00:00:01	0	17380	17509	17365	17516
10/31/1995	00:00:01	0	17502	17655	17358	17684
11/01/1995	00:00:01	0	17623	17474	17409	17623
11/02/1995	00:00:01	0	17533	18029	17533	18040
11/03/1995	00:00:01	0	18029	18029	18029	18029
11/04/1995	00:00:01	0	18029	18029	18029	18029
11/05/1995	00:00:01	0	18029	18029	18029	18029
11/06/1995	00:00:01	0	18006	18037	17971	18252
11/07/1995	00:00:01	0	18034	18021	17936	18074
11/08/1995	00:00:01	0	17984	17863	17851	17984
11/09/1995	00:00:01	0	17877	17821	17821	18128
11/10/1995	00:00:01	0	17831	17844	17737	17893
11/11/1995	00:00:01	0	17844	17844	17844	17844
11/12/1995	00:00:01	0	17844	17844	17844	17844
11/13/1995	00:00:01	0	17856	17789	17692	17891
11/14/1995	00:00:01	0	17829	17803	17766	17889
11/15/1995	00:00:01	0	17805	17683	17655	17883
11/16/1995	00:00:01	0	17697	17940	17686	17942
11/17/1995	00:00:01	0	18008	18151	17987	18175
11/18/1995	00:00:01	0	18151	18151	18151	18151
11/19/1995	00:00:01	0	18151	18151	18151	18151
11/20/1995	00:00:01	0	18189	18384	18189	18445
11/21/1995	00:00:01	0	18376	18384	18251	18460
11/22/1995	00:00:01	0	18372	18240	18213	18372
11/23/1995	00:00:01	0	18240	18240	18240	18240
11/24/1995	00:00:01	0	18246	18215	18147	18256
11/25/1995	00:00:01	0	18215	18215	18215	18215
11/26/1995	00:00:01	0	18215	18215	18215	18215
11/27/1995	00:00:01	0	18231	18543	18231	18690
11/28/1995	00:00:01	0	18560	18688	18540	18745
11/29/1995	00:00:01	0	18675	18534	18470	18738
11/30/1995	00:00:01	0	18578	18744	18578	18847
12/01/1995	00:00:01	0	18752	18833	18696	18986
12/02/1995	00:00:01	0	18833	18833	18833	18833
12/03/1995	00:00:01	0	18833	18833	18833	18833
12/04/1995	00:00:01	0	18889	18897	18889	19062
12/05/1995	00:00:01	0	18914	18880	18823	18978
12/06/1995	00:00:01	0	18893	19068	18889	19118
12/07/1995	00:00:01	0	19084	19412	19084	19443
12/08/1995	00:00:01	0	19421	19287	19159	19454
12/09/1995	00:00:01	0	19287	19287	19287	19287
12/10/1995	00:00:01	0	19287	19287	19287	19287
12/11/1995	00:00:01	0	19315	19227	19162	19378
12/12/1995	00:00:01	0	19236	19313	19234	19390
12/13/1995	00:00:01	0	19357	19283	19276	19439
12/14/1995	00:00:01	0	19318	19499	19268	19548
12/15/1995	00:00:01	0	19493	19347	19293	19500
12/16/1995	00:00:01	0	19347	19347	19347	19347
12/17/1995	00:00:01	0	19347	19347	19347	19347
12/18/1995	00:00:01	0	19365	19311	19299	19418
12/19/1995	00:00:01	0	19242	19140	19077	19242
12/20/1995	00:00:01	0	19201	19449	19201	19538
12/21/1995	00:00:01	0	19441	19653	19433	19658
12/22/1995	00:00:01	0	19728	19744	19670	19809
12/23/1995	00:00:01	0	19744	19744	19744	19744
12/24/1995	00:00:01	0	19744	19744	19744	19744
12/25/1995	00:00:01	0	19772	19775	19725	19831
12/26/1995	00:00:01	0	19792	19905	19691	19905
12/27/1995	00:00:01	0	19931	20012	19925	20012
12/28/1995	00:00:01	0	19990	19873	19868	20024
12/29/1995	00:00:01	0	19882	19868	19822	19940
12/30/1995	00:00:01	0	19868	19868	19868	19868
12/31/1995	00:00:01	0	19868	19868	19868	19868
01/01/1996	00:00:01	0	19868	19868	19868	19868
01/02/1996	00:00:01	0	19868	19868	19868	19868
01/03/1996	00:00:01	0	19868	19868	19868	19868
01/04/1996	00:00:01	0	19946	20618	19946	20648
01/05/1996	00:00:01	0	20578	20669	20456	20670
01/06/1996	00:00:01	0	20669	20669	20669	20669
01/07/1996	00:00:01	0	20669	20669	20669	20669
01/08/1996	00:00:01	0	20617	20564	20471	20667
01/09/1996	00:00:01	0	20565	20652	20454	20653
01/10/1996	00:00:01	0	20592	20612	20459	20676
01/11/1996	00:00:01	0	20548	20378	20260	20548
01/12/1996	00:00:01	0	20423	20287	20208	20542
01/13/1996	00:00:01	0	20287	20287	20287	20287
01/14/1996	00:00:01	0	20287	20287	20287	20287
01/15/1996	00:00:01	0	20287	20287	20287	20287
01/16/1996	00:00:01	0	20304	20567	20303	20567
01/17/1996	00:00:01	0	20656	20570	20570	20754
01/18/1996	00:00:01	0	20537	20370	20298	20537
01/19/1996	00:00:01	0	20376	20366	20156	20377
01/20/1996	00:00:01	0	20366	20366	20366	20366
01/21/1996	00:00:01	0	20366	20366	20366	20366
01/22/1996	00:00:01	0	20381	20197	20089	20392
01/23/1996	00:00:01	0	20209	20081	20041	20364
01/24/1996	00:00:01	0	20071	20313	19985	20313
01/25/1996	00:00:01	0	20359	20415	20289	20458
01/26/1996	00:00:01	0	20398	20664	20258	20693
01/27/1996	00:00:01	0	20664	20664	20664	20664
01/28/1996	00:00:01	0	20664	20664	20664	20664
01/29/1996	00:00:01	0	20658	20589	20532	20689
01/30/1996	00:00:01	0	20602	20722	20602	20797
01/31/1996	00:00:01	0	20787	20813	20787	21022
02/01/1996	00:00:01	0	20806	20935	20761	20943
02/02/1996	00:00:01	0	20947	20904	20874	21069
02/03/1996	00:00:01	0	20904	20904	20904	20904
02/04/1996	00:00:01	0	20904	20904	20904	20904
02/05/1996	00:00:01	0	20882	20653	20624	20882
02/06/1996	00:00:01	0	20606	20751	20556	20768
02/07/1996	00:00:01	0	20742	20943	20642	21039
02/08/1996	00:00:01	0	20956	21118	20911	21150
02/09/1996	00:00:01	0	21136	20935	20892	21157
02/10/1996	00:00:01	0	20935	20935	20935	20935
02/11/1996	00:00:01	0	20935	20935	20935	20935
02/12/1996	00:00:01	0	20935	20935	20935	20935
02/13/1996	00:00:01	0	20964	20784	20783	21056
02/14/1996	00:00:01	0	20800	20944	20800	21042
02/15/1996	00:00:01	0	20921	20886	20751	21010
02/16/1996	00:00:01	0	20835	20803	20581	20835
02/17/1996	00:00:01	0	20803	20803	20803	20803
02/18/1996	00:00:01	0	20803	20803	20803	20803
02/19/1996	00:00:01	0	20760	20721	20632	20760
02/20/1996	00:00:01	0	20649	20656	20410	20668
02/21/1996	00:00:01	0	20655	20372	20322	20655
02/22/1996	00:00:01	0	20390	20341	20311	20437
02/23/1996	00:00:01	0	20393	20300	20267	20500
02/24/1996	00:00:01	0	20300	20300	20300	20300
02/25/1996	00:00:01	0	20300	20300	20300	20300
02/26/1996	00:00:01	0	20294	20480	20294	20480
02/27/1996	00:00:01	0	20427	20000	19977	20427
02/28/1996	00:00:01	0	20053	19920	19879	20211
02/29/1996	00:00:01	0	19974	20125	19903	20129
03/01/1996	00:00:01	0	20094	20169	19936	20250
03/02/1996	00:00:01	0	20169	20169	20169	20169
03/03/1996	00:00:01	0	20169	20169	20169	20169
03/04/1996	00:00:01	0	20166	20064	20062	20222
03/05/1996	00:00:01	0	20070	20184	20070	20304
03/06/1996	00:00:01	0	20167	20241	19946	20301
03/07/1996	00:00:01	0	20201	19957	19917	20201
03/08/1996	00:00:01	0	19919	20156	19823	20165
03/09/1996	00:00:01	0	20156	20156	20156	20156
