Time,Open,High,Low,Close,Volume
01.01.2009 01:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 02:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 03:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 04:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 05:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 06:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 07:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 08:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 09:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 10:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 11:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 12:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 13:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 14:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 15:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 16:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 17:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 18:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 19:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 20:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 21:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 22:00:00.000,1.39520,1.39520,1.39520,1.39520,0.00
01.01.2009 23:00:00.000,1.39520,1.40535,1.39520,1.40020,2442.00
02.01.2009 00:00:00.000,1.40020,1.40085,1.39655,1.40005,5305.00
02.01.2009 01:00:00.000,1.40005,1.40260,1.39950,1.40150,5408.00
02.01.2009 02:00:00.000,1.40150,1.40150,1.39440,1.39550,10403.00
02.01.2009 03:00:00.000,1.39550,1.39690,1.39040,1.39145,9590.00
02.01.2009 04:00:00.000,1.39145,1.39145,1.38590,1.38865,14182.00
02.01.2009 05:00:00.000,1.38865,1.38890,1.38590,1.38665,7421.00
02.01.2009 06:00:00.000,1.38665,1.38850,1.38450,1.38650,8620.00
02.01.2009 07:00:00.000,1.38640,1.38820,1.38390,1.38410,9571.00
02.01.2009 08:00:00.000,1.38410,1.39050,1.38390,1.38970,13285.00
02.01.2009 09:00:00.000,1.38975,1.39685,1.38805,1.39650,18259.00
02.01.2009 10:00:00.000,1.39655,1.39690,1.39370,1.39470,17175.00
02.01.2009 11:00:00.000,1.39470,1.39565,1.39235,1.39305,16081.00
02.01.2009 12:00:00.000,1.39305,1.39520,1.39240,1.39380,20001.00
02.01.2009 13:00:00.000,1.39380,1.39430,1.38620,1.38625,40634.00
02.01.2009 14:00:00.000,1.38635,1.39040,1.38560,1.38880,43365.00
02.01.2009 15:00:00.000,1.38880,1.39275,1.38840,1.39135,31955.00
02.01.2009 16:00:00.000,1.39130,1.39860,1.39130,1.39350,37423.00
02.01.2009 17:00:00.000,1.39350,1.39635,1.39160,1.39440,29045.00
02.01.2009 18:00:00.000,1.39455,1.39475,1.38795,1.38875,12167.00
02.01.2009 19:00:00.000,1.38875,1.39040,1.38425,1.38565,15293.00
02.01.2009 20:00:00.000,1.38565,1.38770,1.38395,1.38525,11060.00
02.01.2009 21:00:00.000,1.38525,1.38585,1.38420,1.38515,5952.00
02.01.2009 22:00:00.000,1.38510,1.39210,1.38500,1.39185,10619.00
02.01.2009 23:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 00:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 01:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 02:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 03:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 04:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 05:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 06:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 07:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 08:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 09:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 10:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 11:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 12:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 13:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 14:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 15:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 16:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 17:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 18:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 19:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 20:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 21:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 22:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
03.01.2009 23:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 00:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 01:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 02:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 03:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 04:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 05:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 06:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 07:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
04.01.2009 08:00:00.000,1.39185,1.39185,1.39185,1.39185,0.00
